country,url,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Nauru,https://dynamospanish.com/wp-content/uploads/flags/images/Nauru/2/large/Nauru.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Nepal,https://dynamospanish.com/wp-content/uploads/flags/images/Nepal/2/large/Nepal.png,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,451,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,612,563,574,587,616,623,629,650,643,672,683,689,691,705,699,719,724,770,745,739,757,777,743,755,725,745,745,757,761,773,794,745,810,842,857,893,916,962,955,1006,1067,1071,1137,1117,1173,1376,1438,1532,1501,1418,1388,1392,1310,1287,1394,1335,1353,1413,1496,1644,1847,2022,2189,2370,2422,2571,2607,2586
Netherlands,https://dynamospanish.com/wp-content/uploads/flags/images/Netherlands/2/large/Netherlands.png,1724,1697,1719,1811,1806,1768,1803,1917,1966,1977,1813,1956,2056,2018,2043,2045,2121,2179,2210,2218,2248,2279,2231,2201,2230,2222,2234,2258,2303,2380,2434,2470,2443,2390,2537,2469,2569,2525,2457,2371,2485,2418,2515,2563,2666,2672,2774,2681,2698,2787,2877,2841,2874,2961,2879,3073,3110,3176,3197,3071,3276,3326,3401,3644,3700,3770,3817,3900,3939,4063,3889,3888,3994,3940,4152,4158,4309,4393,4436,4475,4402,4584,4742,4705,4737,4940,5007,4888,4955,5190,5386,5410,5396,5482,5148,5133,5081,4573,4150,5006,5027,5176,5266,5199,5377,5409,5636,5662,5751,5588,5560,5198,5098,5069,4962,5141,5465,5775,5634,6006,5283,5000,4573,4473,3004,3073,5143,5877,6447,6965,7162,7397,7669,8308,8709,9298,9529,9787,9877,10382,10770,10673,11470,11658,12886,13217,13641,14436,15353,16509,17514,18347,18992,20086,21904,21375,22229,22347,22516,23318,24131,23143,22116,21920,22262,22315,22824,22614,23273,24249,25173,25816,26466,26968,27867,28915,29657,32099,33873,36238,39923,40005,40263,39325,39959,42550,44600,47515,47481,45285,44394,44591,45412,48629,47747,48463,49254
New Zealand,https://dynamospanish.com/wp-content/uploads/flags/images/New_Zealand/2/large/New_Zealand.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1582,1582,1582,1582,1582,1582,1582,1582,1582,1582,3058,3058,3058,3058,3058,3058,3058,3058,3058,3058,4285,4361,4870,5296,5313,5098,5009,5505,5904,4934,5179,5204,5040,4831,5118,4959,4979,4982,4913,5117,5192,5158,5254,5237,4948,5034,5513,5460,5509,5586,5942,5839,6136,6535,6318,6705,7130,7381,6684,6595,7349,7595,7201,7123,7174,7152,7078,6923,6789,7303,7799,7089,6692,7112,7110,7315,6781,6473,7107,7275,6856,6185,5980,6324,6588,6852,8068,8428,8926,8921,8701,8463,9336,9565,9481,9563,9884,10828,9561,10377,11666,9878,10617,10854,11895,11791,12232,12193,12808,13515,12677,13170,13354,13912,14205,14774,15550,14796,14669,16117,15424,15838,16338,17057,17168,16594,17142,16231,15982,15886,15870,16292,16571,17247,17825,17468,18425,18982,19882,20174,19955,19041,19575,20388,21794,22506,22846,23661,24078,25219,25868,26194,26709,26820,26753,26840,27071,29007,29132,29852,30904,32057,31720,32708,33091,33445,34040
Nicaragua,https://dynamospanish.com/wp-content/uploads/flags/images/Nicaragua/2/large/Nicaragua.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1360,1412,1273,1362,1421,1570,1344,1350,1710,1883,1522,1403,1263,1566,1402,1385,1073,1133,1157,1384,1476,1596,1501,1609,1558,1531,1610,1565,1668,1590,1738,1797,1985,2001,2038,2185,2095,2239,2209,2253,2118,2246,2443,2671,2897,3128,3061,3252,3312,3384,3381,3437,3333,3678,4182,3791,4036,4562,3796,2375,3028,3091,2929,3083,3032,3093,2952,3049,2334,2151,2123,2156,2069,1987,2091,2215,2308,2394,2524,2661,2724,2792,2813,2906,3031,3240,3332,3549,3704,3730,3914,4189,4221,4325,4524,4699,4872
Niger,https://dynamospanish.com/wp-content/uploads/flags/images/Niger/2/large/Niger.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1148,1167,1185,1203,1221,1240,1257,1275,1292,1310,1361,1421,1562,1666,1626,1672,1613,1609,1593,1478,1511,1504,1426,1212,1297,1143,1188,1285,1339,1442,1497,1388,1322,1289,971,972,1018,966,932,898,897,886,800,775,774,728,690,677,729,716,669,708,721,748,696,704,722,715,748,761,855,799,845,859,893,895,906
Nigeria,https://dynamospanish.com/wp-content/uploads/flags/images/Nigeria/2/large/Nigeria.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1503,1640,1811,1765,1895,2054,1954,2063,2080,2262,2179,2341,2422,2566,2741,3186,2977,2650,2769,3877,4549,4960,5080,5710,6459,6252,6525,7073,6776,6852,6414,5657,5698,5439,4695,4961,4632,4226,4284,4219,4117,3806,3625,3438,3225,3080,3010,2913,2814,2668,2657,2676,2897,2998,3131,3173,3289,4136,4218,4550,5087,5136,5370,5372,5531,5540,5323
North Korea,https://dynamospanish.com/wp-content/uploads/flags/images/North_Korea/2/large/North_Korea.png,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,355,624,518,550,706,740,770,757,795,813,819,808,822,820,867,916,947,1034,1084,1194,1344,1428,1526,1637,1761,1900,2057,2104,2155,2208,2262,2315,2362,2412,2462,2513,2564,2559,2553,2547,2539,2389,2244,2048,1922,1857,1755,1680,1562,1545,1631,1624,1671,1678,1696,1720,1774,1745,1714,1757,1731,1713,1718,1731,1740,1749,1720,1720
Norway,https://dynamospanish.com/wp-content/uploads/flags/images/Norway/2/large/Norway.png,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1386,1303,1340,1450,1469,1446,1411,1408,1427,1438,1546,1532,1520,1463,1508,1569,1558,1607,1475,1500,1562,1600,1623,1708,1788,1825,1789,1696,1795,1748,1816,1809,1931,1885,1911,1999,1901,1916,1900,2000,2095,2190,2252,2348,2295,2373,2459,2450,2354,2466,2558,2513,2624,2699,2652,2650,2699,2764,2916,3026,3040,3054,3059,3160,3312,3468,3546,3704,3784,3783,3813,3865,3884,3936,3960,4025,4261,4339,4458,4523,4779,4852,4898,5250,5070,5066,5424,4755,4382,4924,4972,4346,4612,4817,4639,4491,4413,4539,4660,4850,5038,4629,4841,4948,5108,5349,5695,5934,6048,6317,5760,5881,5632,5492,5171,5751,6281,7065,7490,7631,7947,8442,8889,9108,9370,9425,9939,10195,10052,10386,10250,10803,11076,11521,12243,12760,13324,14205,14732,15196,13333,14678,16581,17289,18729,20639,21026,21465,22666,24721,27206,26957,25814,26270,27517,28722,26848,27565,26438,27410,30319,27754,34023,31647,32234,34041,37445,39565,38420,43291,54594,54330,53736,55874,60079,70877,74670,74813,81923,70175,72578,80623,81826,79894,75846,76305,76397
Oman,https://dynamospanish.com/wp-content/uploads/flags/images/Oman/2/large/Oman.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1304,1359,1417,1478,1540,1603,1671,1739,1813,1884,1956,1932,2267,2307,2250,2204,2259,3660,6473,7915,7948,8006,8684,7485,8871,10693,11419,10756,9433,10291,11444,12558,11639,12277,13146,14610,10532,12672,9730,11567,12173,9581,12670,10716,9956,11090,11933,12497,11190,13742,18742,19965,20331,22826,27859,29806,39058,42888,50637,41592,43260,44454,44308,41970,37748,37096,36883
Pakistan,https://dynamospanish.com/wp-content/uploads/flags/images/Pakistan/2/large/Pakistan.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1211,1137,1062,1092,1109,1080,1095,1099,1063,1087,1096,1131,1195,1224,1287,1318,1426,1421,1481,1536,1627,1595,1575,1613,1604,1638,1695,1717,1790,1796,1898,1963,2023,2098,2141,2259,2292,2354,2422,2468,2472,2441,2464,2512,2502,2584,2603,2554,2612,2624,2608,2575,2648,2717,2892,3162,3408,3559,3761,3901,4133,4464,4568,4676,4876,5056,5250
Palau,https://dynamospanish.com/wp-content/uploads/flags/images/Palau/2/large/Palau.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Palestine,http://www.think-israel.org/jan12pix/palestine.flag.jpg,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,623,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,1037,797,827,858,891,927,960,993,1029,1053,1104,1156,1177,1225,1275,1330,1391,1500,1467,1357,1436,1548,1743,2020,1866,2069,2061,2329,2260,2476,2341,2560,2361,2536,2387,2401,2354,2806,2706,2559,2512,2856,2675,3049,3218,3564,3626,3420,3685,4076,4340,3850,3327,2849,3217,3543,3787,3601,3760,3967,4191,4416,4863,5036,4917,4365,4422,4422
Panama,https://dynamospanish.com/wp-content/uploads/flags/images/Panama/2/large/Panama.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1831,1911,2014,2129,2282,2345,2356,2354,2481,2464,2323,2197,2115,2038,1967,1906,1931,1947,2004,2022,2023,2033,2058,2095,1984,1917,1900,1902,1923,2068,2017,2177,2111,2158,2132,2341,2329,2409,2538,2711,2332,2381,2190,2198,2073,1941,1968,2062,2183,2176,2226,2353,2502,2790,2380,2622,2869,3066,3172,3392,3561,3827,4006,4350,4504,4903,5098,5156,5105,5110,5047,4859,5154,5210,5569,5882,5822,6101,5918,5744,6414,6809,5966,5905,6274,6925,7177,7312,7417,7243,7542,8168,8716,8874,9160,9134,9499,10558,10600,12800,13856,13125,13887,14285,15187,16762,18113,21044,19937,20809,21538
Papua New Guinea,https://dynamospanish.com/wp-content/uploads/flags/images/Papua_New_Guinea/2/large/Papua_New_Guinea.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Paraguay,https://dynamospanish.com/wp-content/uploads/flags/images/Paraguay/2/large/Paraguay.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1561,1444,1434,1483,1480,1477,1393,1496,1271,1256,1434,1306,1296,1196,1168,1183,1220,1245,1214,1265,1232,1191,1239,1333,1368,1427,1480,1495,1573,1642,1699,1801,1874,1971,2041,2151,2285,2405,2681,2960,3200,3517,3754,3690,3545,3539,3553,3435,3511,3640,3653,3963,4003,3967,4056,4188,4281,4233,4207,4291,3980,3734,3850,4934,5092,5266,5402,5673,5786,5980,6321,6878,7377,7522,7811,8210,8364,8605
Peru,https://dynamospanish.com/wp-content/uploads/flags/images/Peru/2/large/Peru.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",725,692,802,746,729,731,688,680,746,712,706,735,733,730,820,933,973,986,979,990,907,997,912,788,665,479,437,463,424,508,475,498,460,509,502,471,501,515,481,441,467,511,549,576,598,604,640,672,709,723,767,818,858,863,867,871,878,898,916,899,965,1052,1077,1070,1091,1089,1116,1194,1256,1353,1367,1483,1486,1557,1693,1476,1335,1263,1383,1545,1663,1715,1710,1709,1691,1696,1669,1604,1602,1710,1743,1780,1799,1827,1932,2048,2141,2191,2280,2276,2382,2392,2469,2403,2299,2486,2641,2784,2886,2989,3148,3310,3409,3270,3283,3439,3543,3523,3661,3752,3979,3880,3710,3591,3659,3900,4076,4035,3521,3610,3566,4047,4380,4136,3379,3361,3434,3460,3612,4129,4541,4687,4927,4758,4694,4777,4756,5009,5257,5616,6181,6936,7607,8272,8248,9309,10044,10493,10783,10961,11215,11540
Philippines,https://dynamospanish.com/wp-content/uploads/flags/images/Philippines/2/large/Philippines.png,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,715,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,824,984,831,868,884,914,949,948,1070,1117,1116,1210,1165,1071,1228,1405,1574,1484,1578,1512,1662,1530,1638,1620,1669,1672,1704,1729,1691,1665,1699,1675,1650,1503,1669,1748,1763,1846,1845,1845,1845,1845,1845,1845,791,1071,1215,1254,1310,1301,1382,1508,1570,1642,1645,1707,1724,1843,1779,1818,1904,1965,1943,1971,1998,1997,2070,2120,2196,2265,2330,2444,2515,2681,2774,2788,2881,2856,3043,3116,3213,3173,2887,2679,2781,2989,3239,3456,3693,3703,3778,3925,4293,4636,4961,4834,4347,4147,4187,4133,4121,4153,4197,4268,4422,4683,4898,5033,5449,5851,5984,6393,6592,6870,7223
Poland,https://dynamospanish.com/wp-content/uploads/flags/images/Poland/2/large/Poland.png,658,671,684,700,714,722,726,742,759,767,759,748,743,741,743,737,734,743,741,735,730,742,738,735,736,751,760,769,772,773,793,836,855,892,913,936,933,953,996,1044,1094,1117,1108,1116,1144,1164,1183,1220,1253,1255,1267,1269,1288,1331,1354,1358,1395,1419,1450,1477,1518,1552,1593,1631,1656,1677,1684,1680,1708,1741,1775,1799,1833,1861,1884,1904,1944,1995,2050,2118,2174,2174,2174,2174,2174,2174,2174,2174,2174,2174,2169,2169,2169,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2232,2718,2560,2340,2128,2040,2045,2049,2085,2459,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,2801,3141,3222,3236,3360,3484,3586,3676,3802,3924,3974,4126,4397,4288,4495,4649,4860,5123,5266,5541,5444,5683,6040,6489,6962,7376,7686,7394,7128,7009,6579,6221,6099,6201,6621,7020,7396,7753,7831,8187,8417,7476,7400,8034,8704,9379,10348,10830,11637,12188,12902,13207,13286,13713,13678,14183,14724,15415,17025,17677,18984,20495,21837,23037,23627,24356,25310,26002
Portugal,https://dynamospanish.com/wp-content/uploads/flags/images/Portugal/2/large/Portugal.png,1419,1476,1496,1453,1441,1402,1388,1300,1341,1327,1310,1266,1261,1246,1239,1198,1186,1237,1281,1280,1160,1209,1206,1204,1279,1272,1259,1243,1253,1231,1226,1316,1316,1316,1316,1220,1220,1220,1220,1220,1220,1172,1172,1172,1172,1184,1221,1250,1255,1280,1295,1239,1267,1312,1283,1274,1237,1287,1280,1274,1258,1289,1318,1339,1373,1397,1461,1479,1484,1445,1498,1460,1443,1462,1433,1484,1494,1569,1613,1658,1729,1686,1681,1691,1698,1637,1634,1659,1619,1604,1631,1649,1669,1660,1670,1630,1638,1610,1527,1558,1632,1713,1899,1957,1861,1920,1884,2188,1953,2138,2086,2166,2181,2300,2369,2216,2022,2334,2320,2323,2145,2320,2269,2399,2513,2395,2560,2750,2717,2731,2771,2914,2914,3117,3234,3317,3416,3521,3571,3723,3900,4082,4470,4699,4925,5294,5504,5978,6558,6723,7396,8000,8655,9516,9364,8585,8908,9387,9577,9975,10242,10087,10214,9992,9574,9784,10780,11611,12536,13193,13917,14656,15113,15671,16791,16950,17194,18536,19412,20547,21497,21556,21739,21398,21135,22812,23852,25004,24575,25078,25589,25133,25743,25862,26717,27255,27726
Puerto Rico,https://dynamospanish.com/wp-content/uploads/flags/images/Puerto_Rico/2/large/Puerto_Rico.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4742,4878,5179,5465,5664,5860,6283,6565,6640,7164,7566,8134,8584,9292,9735,10438,11045,11643,12084,12919,14043,14697,15334,16157,16036,15371,15696,16424,17300,18063,18103,18131,17366,17251,18326,18525,19856,20643,21795,22672,23320,23687,24609,25537,26359,27305,27626,28706,30120,31584,32527,34506,34778,34772,35820,35158,34810,34607,34168,33684,33718,33981,34395,34736,34787,35384,35082
Qatar,https://dynamospanish.com/wp-content/uploads/flags/images/Qatar/2/large/Qatar.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",220717,208740,204925,157819,159253,176138,202714,142944,96393,72238,62983,48123,27008,29886,27730,28184,33130,23497,31170,26626,26132,27458,26734,34028,33370,44340,66021,65254,66101,84196,96865,115017,123960,126927,145029,112421,123057,155533,156144,148807,138683,139542,139783
Romania,https://dynamospanish.com/wp-content/uploads/flags/images/Romania/2/large/Romania.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",519,497,508,524,532,662,493,647,596,507,610,675,628,651,652,654,670,724,699,748,742,758,629,749,521,710,739,717,732,555,781,839,676,727,713,905,879,886,885,744,744,744,744,744,744,537,582,647,699,699,705,770,768,746,787,774,787,714,718,725,778,800,828,810,821,798,821,760,860,652,442,431,549,1502,1502,951,1206,1191,1324,1344,1638,1412,1647,1526,1706,1853,1918,2012,2114,2343,2538,2802,3020,3195,3342,3581,3810,4273,4774,4783,4838,5398,5601,6051,6212,6165,6008,6247,6434,6586,6896,7073,7143,7223,6854,6868,6185,5898,6044,6331,6694,6863,6880,6833,7091,7430,8344,8776,9142,10032,10347,11897,13566,15620,15779,16393,17174,18604,18919,19693,20549,18913
Russia,https://dynamospanish.com/wp-content/uploads/flags/images/Russian_Federation/2/large/Russian_Federation.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",8212,8680,9205,9465,9981,10445,11109,11739,12399,12653,13645,14139,14462,15504,15960,16498,16884,17278,17480,17537,18034,18138,18128,18354,18292,18435,18760,18616,18797,18867,18323,17468,16771,14117,11938,11133,8541,8320,7616,7421,8604,8892,9248,10121,11526,13406,15409,17799,20022,17864,20255,23130,23827,23881,23798,23118,23064
Rwanda,https://dynamospanish.com/wp-content/uploads/flags/images/Rwanda/2/large/Rwanda.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",607,629,637,648,670,677,687,697,701,724,728,697,809,703,604,645,726,724,791,833,917,881,896,901,899,876,979,981,983,1071,1058,1170,1100,1128,1037,1067,1090,1019,995,1041,973,830,861,751,446,634,632,630,650,658,705,765,878,868,930,1009,1121,1053,1190,1271,1361,1449,1507,1555,1599,1676,1741
Saint Kitts and Nevis,https://dynamospanish.com/wp-content/uploads/flags/images/Saint_Kitts_and_Nevis/2/large/Saint_Kitts_and_Nevis.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Saint Lucia,https://dynamospanish.com/wp-content/uploads/flags/images/Saint_Lucia/2/large/Saint_Lucia.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1968,2009,2062,2123,2184,2239,2292,2366,2472,2596,2707,2795,2877,2960,3041,3115,3183,3256,3347,3441,3525,3626,3626,3597,3364,3239,4085,4401,5270,5259,4826,4380,4471,4629,4913,4992,5574,5977,6166,6144,6475,6343,6161,6094,5602,6385,7144,6449,6450,6326,6731,5446,5384,6131,6938,7254,5342,7842,9261,10328,8424,10255,9821,6126,10529,10687,10737
Saint Vincent and the Grenadines,https://dynamospanish.com/wp-content/uploads/flags/images/Saint_Vicent_and_the_Grenadines/2/large/Saint_Vicent_and_the_Grenadines.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Samoa,https://dynamospanish.com/wp-content/uploads/flags/images/Samoa/2/large/Samoa.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
San Marino,https://dynamospanish.com/wp-content/uploads/flags/images/San_Marino/2/large/San_Marino.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Sao Tome and Principe,https://dynamospanish.com/wp-content/uploads/flags/images/Sao_Tome_and_Principe/2/large/Sao_Tome_and_Principe.png,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1142,1139,1137,1137,1183,1063,1122,1113,1219,1091,1208,1299,1385,1469,1548,1622,1716,1790,1862,1934,2004,2064,2065,2088,2166,2246,2230,2619,2771,3166,2534,2217,2265,2132,2046,2030,1932,1820,1779,2040,1883,1820,1762,1596,1615,1607,1601,1681,2053,1922,1909,2085,2061,2088,2204,2399,2475,2440,2534,2417,2963,3179,3437,3309,3489,3560,3640
Saudi Arabia,https://dynamospanish.com/wp-content/uploads/flags/images/Saudi_Arabia/2/large/Saudi_Arabia.png,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,795,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,917,4272,4570,4781,5185,5697,5748,6081,6200,6403,6946,7510,8254,9069,9669,10315,11329,12704,13523,14400,15152,16190,18279,21057,19245,30029,31164,28854,29479,27674,29218,32675,32804,29058,22996,21663,26203,16501,17050,15167,15770,18016,16553,20710,18556,16883,16412,17027,16827,15446,17375,20129,18761,20208,21012,24468,28910,31838,33516,39887,34644,39370,48470,49983,48106,46824,47737,47474
